#  Contiguous U.S. Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
Date,Value
201208,73.78
201209,66.29
201210,53.89
201211,44.01
201212,35.92
201301,32.25
201302,34.77
201303,40.89
201304,49.66
201305,60.84
201306,70.38
201307,74.19
201308,72.97
201309,66.94
201310,53.42
201311,41.61
201312,31.06
201401,30.56
201402,32.13
201403,40.51
201404,51.69
201405,61.27
201406,69.57
201407,73.27
201408,72.21
201409,66.16
201410,56.91
201411,39.25
201412,36.81
201501,33.08
201502,32.99
201503,45.39
201504,53.22
201505,60.82
201506,71.33
201507,73.89
201508,72.91
201509,68.5
201510,57.24
201511,44.58
201512,38.64
201601,32.22
201602,39.47
201603,47.48
201604,53.19
201605,60.31
201606,71.74
201607,75.2
201608,73.51
201609,67.1
201610,57.7
201611,47.95
201612,32.95
201701,33.57
201702,41.16
201703,46.13
201704,53.78
201705,60.55
201706,70.32
201707,75.69
201708,72
201709,66.25
201710,55.69
201711,45.03
201712,34.29
201801,32.16
201802,35.51
201803,42.73
201804,49.01
201805,65.5
201806,71.53
201807,75.43
201808,73.49
201809,67.51
201810,53.71
201811,40.01
201812,35.51
201901,32.56
201902,31.84
201903,40.28
201904,52.83
201905,59.49
201906,68.7
201907,74.59
201908,73.72
201909,68.41
201910,52.03
201911,41.09
201912,36.43
202001,35.53
202002,36.16
202003,46.08
202004,50.86
202005,60.89
202006,70.27
202007,75.63
202008,74.68
202009,65.89
202010,54.28
202011,46.31
202012,35.71
202101,34.59
202102,30.61
202103,45.52
202104,51.85
202105,60.33
202106,72.57
202107,75.4
202108,73.96
202109,67.78
202110,56.95
202111,45.07
202112,39.34
202201,31.17
202202,33.66
202203,44.08
202204,50.67
202205,61.92
202206,70.79
202207,76.39
202208,74.59
202209,68.02
202210,55.18
202211,40.96
202212,33.12
202301,35.08
202302,36.34
202303,40.53
202304,51.28
202305,62.37
202306,68.99
202307,75.65
202308,74.35
202309,67.75
202310,56.03
202311,44.22
202312,39.76
